arquivo,categoria,linhas,motivo
"server/src/core/middlewares/.gitkeep","coeso e necessario","1","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/core/routes.js","coeso e necessario","75","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/core/server.js","coeso e necessario","6","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/jobs/cleanup.js","coeso e necessario","8","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/jobs/sync-comprasgov.js","coeso e necessario","8","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/middlewares/asyncHandler.js","coeso e necessario","10","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/middlewares/errorHandler.js","coeso e necessario","61","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/middlewares/validate.js","coeso e necessario","57","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/almoxarifado/almoxarifado.controller.js","coeso e necessario","176","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/almoxarifado/almoxarifado.dto.js","coeso e necessario","304","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/almoxarifado/almoxarifado.repository.js","coeso e necessario","1386","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/almoxarifado/almoxarifado.routes.js","coeso e necessario","93","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/almoxarifado/almoxarifado.service.js","coeso e necessario","614","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/almoxarifado/almoxarifado.validation.js","coeso e necessario","299","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/auth/auth.controller.js","coeso e necessario","113","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/auth/auth.repository.js","coeso e necessario","130","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/auth/auth.routes.js","coeso e necessario","37","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/auth/auth.service.js","coeso e necessario","322","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/auth/auth.validation.js","coeso e necessario","81","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/catmat/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/modules/contratos/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/modules/empenhos/empenhos.controller.js","coeso e necessario","76","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/empenhos/empenhos.repository.js","coeso e necessario","159","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/empenhos/empenhos.routes.js","coeso e necessario","38","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/empenhos/empenhos.service.js","coeso e necessario","115","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/empenhos/empenhos.validation.js","coeso e necessario","47","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/estoque/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/modules/integracoes/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/modules/notas-fiscais/notas-fiscais.controller.js","coeso e necessario","96","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/notas-fiscais/notas-fiscais.repository.js","coeso e necessario","220","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/notas-fiscais/notas-fiscais.routes.js","coeso e necessario","59","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/notas-fiscais/notas-fiscais.service.js","coeso e necessario","172","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/notas-fiscais/notas-fiscais.validation.js","coeso e necessario","56","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/modules/patrimonio/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/modules/servicos-internos/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/modules/setores/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/modules/solicitacoes-almoxarifado/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/modules/solicitacoes-servicos/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/modules/solicitacoes-veiculos/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/modules/usuarios/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/modules/veiculos/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"server/src/repositories/catmat.repository.js","coeso e necessario","20","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/repositories/empenhos.repository.js","coeso e necessario","113","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/repositories/estoque.repository.js","coeso e necessario","234","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/repositories/notasFiscais.repository.js","coeso e necessario","121","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/routes/catmat.routes.js","coeso e necessario","15","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/routes/estoque.routes.js","coeso e necessario","32","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/services/NfeImportService.js","nao coeso, precisa refatorar","377","Arquivo com acoplamento alto, volume de logica e/ou mistura de responsabilidades."
"server/src/services/NfeImportServiceV2.js","nao coeso, precisa refatorar","636","Arquivo com acoplamento alto, volume de logica e/ou mistura de responsabilidades."
"server/src/services/catmat.service.js","coeso e necessario","46","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/services/emailService.js","coeso e necessario","163","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/services/empenhos.service.js","coeso e necessario","242","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/services/estoque.service.js","coeso e necessario","143","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/services/notasFiscais.service.js","coeso e necessario","152","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/shared/constants/.gitkeep","coeso e necessario","1","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/shared/errors/.gitkeep","coeso e necessario","1","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/shared/utils/.gitkeep","coeso e necessario","1","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/shared/validators/.gitkeep","coeso e necessario","1","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/utils/appError.js","coeso e necessario","13","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/utils/catmatValidation.js","coeso e necessario","315","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/utils/danfeGenerator.js","coeso e necessario","431","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/utils/successResponse.js","coeso e necessario","15","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/utils/xmlParser.js","coeso e necessario","400","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/validators/auth.validators.js","coeso e necessario","102","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/validators/catmat.validators.js","coeso e necessario","24","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/validators/common.js","coeso e necessario","27","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/validators/empenhos.validators.js","coeso e necessario","69","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/validators/estoque.validators.js","coeso e necessario","86","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/validators/notasFiscais.validators.js","coeso e necessario","53","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/tests/almoxarifado.contract.test.js","coeso e necessario","263","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/tests/comprasgov.api-real.test.js","coeso e necessario","186","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/tests/comprasgov.client.test.js","coeso e necessario","199","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/tests/comprasgov.routes.test.js","coeso e necessario","172","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/tests/integracoes.contract.test.js","coeso e necessario","270","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/tests/price-intelligence.contract.test.js","coeso e necessario","267","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/tests/price-intelligence.service.test.js","coeso e necessario","431","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/utils/appError.js","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/utils/httpResponse.js","coeso e necessario","38","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/utils/pagination.js","coeso e necessario","79","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/utils/textNormalize.js","coeso e necessario","12","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/utils/version.js","coeso e necessario","29","Em uso ou parte estrutural valida da aplicacao/projeto."
"singem_layout_pronto.html","coeso e necessario","674","Em uso ou parte estrutural valida da aplicacao/projeto."
"storage/nfe/pdf/README.md","coeso e necessario","5","Em uso ou parte estrutural valida da aplicacao/projeto."
"storage/nfe/xml/README.md","coeso e necessario","5","Em uso ou parte estrutural valida da aplicacao/projeto."
"sw.js","coeso e necessario","171","Em uso ou parte estrutural valida da aplicacao/projeto."
"version.json","coeso e necessario","8","Em uso ou parte estrutural valida da aplicacao/projeto."
"web/.dockerignore","coeso e necessario","5","Em uso ou parte estrutural valida da aplicacao/projeto."
"web/.env.example","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"web/Dockerfile","coeso e necessario","11","Em uso ou parte estrutural valida da aplicacao/projeto."
"web/package.json","coeso e necessario","10","Em uso ou parte estrutural valida da aplicacao/projeto."
"web/public/.gitkeep","coeso e necessario","1","Em uso ou parte estrutural valida da aplicacao/projeto."
"web/src/README.md","coeso e necessario","5","Em uso ou parte estrutural valida da aplicacao/projeto."
"web/src/app/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/assets/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/components/charts/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/components/feedback/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/components/forms/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/components/layout/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/components/tables/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/components/ui/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/layouts/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/almoxarifado/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/catmat/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/configuracoes/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/contratos/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/dashboard/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/empenhos/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/login/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/notas-fiscais/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/patrimonio/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/servicos/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/solicitacoes/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/pages/veiculos/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/router/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/services/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/stores/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/styles/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/utils/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
"web/src/version/.gitkeep","coeso e necessario","1","Placeholder estrutural para preservar arquitetura/pastas no VCS."
